Parameters,mean_test_recall,mean_test_precision,mean_test_f1,mean_test_roc_auc,mean_test_accuracy
"{'criterion': 'gini', 'max_features': 12, 'n_estimators': 10}",0.577739222,0.660744425,0.61612382,0.695947134,0.638082069
"{'criterion': 'gini', 'max_features': 1, 'n_estimators': 5}",0.576893096,0.573786769,0.575014064,0.593303459,0.570160153
"{'criterion': 'gini', 'max_features': 7, 'n_estimators': 12}",0.576186168,0.638941651,0.605768878,0.675175265,0.621910491
"{'criterion': 'gini', 'max_features': 14, 'n_estimators': 10}",0.576161311,0.663663127,0.616224401,0.701520934,0.640551079
"{'criterion': 'gini', 'max_features': 6, 'n_estimators': 12}",0.573960488,0.64440353,0.607037979,0.677651943,0.62516917
"{'criterion': 'gini', 'max_features': 11, 'n_estimators': 10}",0.573057688,0.658019253,0.612324621,0.695121295,0.635274341
"{'criterion': 'gini', 'max_features': 9, 'n_estimators': 10}",0.572829005,0.653658226,0.610268002,0.682808341,0.631675809
"{'criterion': 'gini', 'max_features': 1, 'n_estimators': 18}",0.57177259,0.628188083,0.59796159,0.654268422,0.61192928
"{'criterion': 'gini', 'max_features': 4, 'n_estimators': 14}",0.570856864,0.632299134,0.599527099,0.665785395,0.614277229
"{'criterion': 'gini', 'max_features': 13, 'n_estimators': 10}",0.568574511,0.647105869,0.604816119,0.683775746,0.628195942
"{'criterion': 'gini', 'max_features': 5, 'n_estimators': 12}",0.568174813,0.65571115,0.608435149,0.680231839,0.630783238
"{'criterion': 'gini', 'max_features': 2, 'n_estimators': 16}",0.567750756,0.618826809,0.59133558,0.654568067,0.60338945
"{'criterion': 'gini', 'max_features': 16, 'n_estimators': 8}",0.565911351,0.655944669,0.607297944,0.689702543,0.632801422
"{'criterion': 'gini', 'max_features': 19, 'n_estimators': 8}",0.565450505,0.662760432,0.609650663,0.697149211,0.638303636
"{'criterion': 'gini', 'max_features': 2, 'n_estimators': 18}",0.56529689,0.617016234,0.589193145,0.655350564,0.600915774
"{'criterion': 'gini', 'max_features': 8, 'n_estimators': 10}",0.563929765,0.644156781,0.601143253,0.682549936,0.622700034
"{'criterion': 'gini', 'max_features': 7, 'n_estimators': 10}",0.562581033,0.64167837,0.599285803,0.674923588,0.621122965
"{'criterion': 'gini', 'max_features': 17, 'n_estimators': 8}",0.556986259,0.661539309,0.60421655,0.690034589,0.634598545
"{'criterion': 'gini', 'max_features': 3, 'n_estimators': 14}",0.552813295,0.627015328,0.586960396,0.656507508,0.606871209
"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 10}",0.551202076,0.646086821,0.594717057,0.679224691,0.622470649
"{'criterion': 'gini', 'max_features': 15, 'n_estimators': 8}",0.550534422,0.656020345,0.598115179,0.684619561,0.629327608
"{'criterion': 'gini', 'max_features': 4, 'n_estimators': 12}",0.548788976,0.627429513,0.584888101,0.661796628,0.606419123
"{'criterion': 'gini', 'max_features': 18, 'n_estimators': 8}",0.548285376,0.657587816,0.597106531,0.693585215,0.631006948
"{'criterion': 'gini', 'max_features': 14, 'n_estimators': 8}",0.548077573,0.654758193,0.596069424,0.69099866,0.628201238
"{'criterion': 'gini', 'max_features': 13, 'n_estimators': 8}",0.548062659,0.650885093,0.594440636,0.682062243,0.626512945
"{'criterion': 'gini', 'max_features': 1, 'n_estimators': 16}",0.547472061,0.615037144,0.578652922,0.644809565,0.597330105
"{'criterion': 'gini', 'max_features': 12, 'n_estimators': 8}",0.546070136,0.645096765,0.591159484,0.675775409,0.621010227
"{'criterion': 'gini', 'max_features': 2, 'n_estimators': 14}",0.545004773,0.615915649,0.577668377,0.645637905,0.597099333
"{'criterion': 'gini', 'max_features': 5, 'n_estimators': 10}",0.543859867,0.640632481,0.588190707,0.668544502,0.616072334
"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 8}",0.538513164,0.653591551,0.590241332,0.676168568,0.623821864
"{'criterion': 'gini', 'max_features': 7, 'n_estimators': 8}",0.538297904,0.638878927,0.583956897,0.667797412,0.613718332
"{'criterion': 'gini', 'max_features': 8, 'n_estimators': 8}",0.537635221,0.650479963,0.588299374,0.672163462,0.620343636
"{'criterion': 'gini', 'max_features': 6, 'n_estimators': 10}",0.535848513,0.635624663,0.581118992,0.664974754,0.610122322
"{'criterion': 'gini', 'max_features': 11, 'n_estimators': 8}",0.535391147,0.649217285,0.586305313,0.67615337,0.619895333
"{'criterion': 'gini', 'max_features': 2, 'n_estimators': 12}",0.534770224,0.616430094,0.571375266,0.63724502,0.59429501
"{'criterion': 'gini', 'max_features': 1, 'n_estimators': 14}",0.532519687,0.611233234,0.568610372,0.634603301,0.591597876
"{'criterion': 'gini', 'max_features': 18, 'n_estimators': 6}",0.52667187,0.658660844,0.584546017,0.681902623,0.625844714
"{'criterion': 'gini', 'max_features': 1, 'n_estimators': 12}",0.526286589,0.60782074,0.563253005,0.62379057,0.587331997
"{'criterion': 'gini', 'max_features': 3, 'n_estimators': 12}",0.525401686,0.623974068,0.56963378,0.64865905,0.598675645
"{'criterion': 'gini', 'max_features': 3, 'n_estimators': 10}",0.524935869,0.630943279,0.572637292,0.649990601,0.604512163
"{'criterion': 'gini', 'max_features': 19, 'n_estimators': 6}",0.524002247,0.653547388,0.581201757,0.680225787,0.621912887
"{'criterion': 'gini', 'max_features': 4, 'n_estimators': 10}",0.522249344,0.62844672,0.570190699,0.653317978,0.602148829
"{'criterion': 'gini', 'max_features': 14, 'n_estimators': 6}",0.521105433,0.66128022,0.582482687,0.680671613,0.625843705
"{'criterion': 'gini', 'max_features': 9, 'n_estimators': 8}",0.519118378,0.646069407,0.575195067,0.670773761,0.614278364
"{'criterion': 'gini', 'max_features': 16, 'n_estimators': 6}",0.518426364,0.65697546,0.578997346,0.676817424,0.622810754
"{'criterion': 'gini', 'max_features': 6, 'n_estimators': 8}",0.517338629,0.626690732,0.566608979,0.651797627,0.601478707
"{'criterion': 'gini', 'max_features': 13, 'n_estimators': 6}",0.513318287,0.637628815,0.568447008,0.666683142,0.608216623
"{'criterion': 'gini', 'max_features': 15, 'n_estimators': 6}",0.511976018,0.656569281,0.575129171,0.677232167,0.620118917
"{'criterion': 'gini', 'max_features': 17, 'n_estimators': 6}",0.509968084,0.647595887,0.570210187,0.676156174,0.614615947
"{'criterion': 'gini', 'max_features': 11, 'n_estimators': 6}",0.505073278,0.651140229,0.568566276,0.668616464,0.614728937
"{'criterion': 'gini', 'max_features': 2, 'n_estimators': 10}",0.503099149,0.612204068,0.551580034,0.629062559,0.586207897
"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 6}",0.500165049,0.644334004,0.56274538,0.660308614,0.609226598
"{'criterion': 'gini', 'max_features': 3, 'n_estimators': 8}",0.499742483,0.61138434,0.549760737,0.631947071,0.586883693
"{'criterion': 'gini', 'max_features': 9, 'n_estimators': 6}",0.497937381,0.645125259,0.561841693,0.658178838,0.609791801
"{'criterion': 'gini', 'max_features': 5, 'n_estimators': 8}",0.495048023,0.62333689,0.551632301,0.645046625,0.594403208
"{'criterion': 'gini', 'max_features': 4, 'n_estimators': 8}",0.492842229,0.619002781,0.54827426,0.643739027,0.589917023
"{'criterion': 'gini', 'max_features': 8, 'n_estimators': 6}",0.490162663,0.643389808,0.556137971,0.658077057,0.605301706
"{'criterion': 'gini', 'max_features': 12, 'n_estimators': 6}",0.489230035,0.635017913,0.552415109,0.656963901,0.60226245
"{'criterion': 'gini', 'max_features': 1, 'n_estimators': 10}",0.488625517,0.591767463,0.533962713,0.608364325,0.569144378
"{'criterion': 'gini', 'max_features': 7, 'n_estimators': 6}",0.487905663,0.62991766,0.549519135,0.65036515,0.598221163
"{'criterion': 'gini', 'max_features': 2, 'n_estimators': 8}",0.487271317,0.617726476,0.544243847,0.630789049,0.588008424
"{'criterion': 'gini', 'max_features': 1, 'n_estimators': 8}",0.477705417,0.603032081,0.532183399,0.612881105,0.576224038
"{'criterion': 'gini', 'max_features': 4, 'n_estimators': 6}",0.46541322,0.614217974,0.528967434,0.628861084,0.581603551
"{'criterion': 'gini', 'max_features': 5, 'n_estimators': 6}",0.464045597,0.619900854,0.530504239,0.636576719,0.587101351
"{'criterion': 'gini', 'max_features': 6, 'n_estimators': 6}",0.463837297,0.623124539,0.531430607,0.638568469,0.588790401
"{'criterion': 'gini', 'max_features': 3, 'n_estimators': 6}",0.451613208,0.607777348,0.517803154,0.618476066,0.575549755
"{'criterion': 'gini', 'max_features': 1, 'n_estimators': 6}",0.441371202,0.586078821,0.502550701,0.592483855,0.559156988
"{'criterion': 'gini', 'max_features': 2, 'n_estimators': 6}",0.439570573,0.607855198,0.509712176,0.613884022,0.57307671
