Parameters,mean_test_recall,mean_test_precision,mean_test_f1,mean_test_roc_auc,mean_test_accuracy
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 8, 'min_samples_split': 320}",0.615648863,0.606747538,0.607053594,0.645364019,0.602033695
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 9, 'min_samples_split': 290}",0.608491091,0.608201845,0.605724989,0.645332446,0.605412931
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 10, 'min_samples_split': 380}",0.625005966,0.600083525,0.610967984,0.645306408,0.600467219
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 10, 'min_samples_split': 280}",0.628335289,0.607147017,0.616377866,0.645302228,0.608103633
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 8, 'min_samples_split': 140}",0.644403734,0.6020691,0.621690043,0.645294035,0.605746605
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 7, 'min_samples_split': 110}",0.617425628,0.604470745,0.610003082,0.645289667,0.60440573
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 16, 'min_samples_split': 480}",0.604634804,0.610365316,0.603575627,0.64524493,0.610340988
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 19, 'min_samples_split': 140}",0.743161888,0.596767915,0.65804803,0.645243612,0.612930554
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 13, 'min_samples_split': 440}",0.58396536,0.612771719,0.595314532,0.645209593,0.605743074
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 20}",0.60002436,0.618446792,0.608509795,0.645208755,0.61270697
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 16, 'min_samples_split': 170}",0.692262568,0.602972816,0.641174116,0.645183617,0.617528973
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 10, 'min_samples_split': 240}",0.624337317,0.607255327,0.612485457,0.64518096,0.605639794
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 9, 'min_samples_split': 100}",0.639678452,0.604876858,0.621035346,0.645177031,0.609784234
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 8, 'min_samples_split': 110}",0.625446926,0.60259245,0.613235521,0.645123002,0.603954905
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 9, 'min_samples_split': 60}",0.655750875,0.593587921,0.622204371,0.645094145,0.600917666
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 12, 'min_samples_split': 320}",0.656675052,0.601141804,0.626256443,0.64506497,0.605179763
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 12, 'min_samples_split': 440}",0.654639775,0.602465557,0.624784024,0.645064455,0.606650651
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 10, 'min_samples_split': 410}",0.669825803,0.605469403,0.63414736,0.64505751,0.611815155
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 9, 'min_samples_split': 400}",0.666969754,0.608017033,0.633140761,0.645030834,0.610012484
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 9, 'min_samples_split': 80}",0.652212755,0.603616967,0.626483158,0.645012889,0.60731409
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 10, 'min_samples_split': 400}",0.677854061,0.593972205,0.631214043,0.645010815,0.601476185
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 10, 'min_samples_split': 140}",0.629474228,0.601145184,0.614248684,0.645003711,0.601813516
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 10, 'min_samples_split': 220}",0.65355552,0.602223298,0.62467561,0.644997002,0.605631219
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 8, 'min_samples_split': 30}",0.627468283,0.609691173,0.618089801,0.644989057,0.609115626
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 10, 'min_samples_split': 160}",0.649732541,0.60285867,0.624563652,0.644984863,0.608438694
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 8, 'min_samples_split': 340}",0.677181932,0.602796546,0.636183576,0.644983316,0.610798497
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 13, 'min_samples_split': 390}",0.6457813,0.609021956,0.624738094,0.644977257,0.607423801
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 9, 'min_samples_split': 470}",0.645995566,0.606088757,0.623605108,0.64497076,0.608108677
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 14, 'min_samples_split': 110}",0.716657552,0.597698305,0.643897035,0.644969621,0.604841927
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 11, 'min_samples_split': 170}",0.618758451,0.605721625,0.611097029,0.644921411,0.603830061
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 10, 'min_samples_split': 420}",0.646609032,0.607593137,0.620691684,0.644913964,0.608322804
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 6, 'min_samples_split': 100}",0.627493637,0.602875427,0.613037585,0.644904224,0.60148186
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 12, 'min_samples_split': 430}",0.680306435,0.592985612,0.632042278,0.644902968,0.601586905
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 18, 'min_samples_split': 240}",0.707772232,0.587554712,0.631137623,0.644894843,0.594746214
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 12, 'min_samples_split': 340}",0.725570713,0.591801072,0.649525399,0.644882441,0.606192638
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 10, 'min_samples_split': 210}",0.641292157,0.601760766,0.620152415,0.644866223,0.603721611
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 8, 'min_samples_split': 230}",0.646637866,0.606128981,0.622602137,0.644860038,0.607880553
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 15, 'min_samples_split': 400}",0.665629971,0.602916954,0.625166973,0.644843393,0.60384595
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 16, 'min_samples_split': 480}",0.678525195,0.593555337,0.631796796,0.644842346,0.601812885
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 10, 'min_samples_split': 300}",0.622353742,0.608609953,0.612975889,0.644842315,0.605296914
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 11, 'min_samples_split': 340}",0.642864103,0.599642519,0.619690078,0.644834873,0.601588166
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 6, 'min_samples_split': 120}",0.631245029,0.606903543,0.617837321,0.644822377,0.60788131
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 8, 'min_samples_split': 360}",0.693049038,0.594414578,0.63856148,0.644811127,0.603725772
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 8, 'min_samples_split': 210}",0.651999483,0.604791325,0.625318931,0.644800412,0.60686566
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 15, 'min_samples_split': 400}",0.684307887,0.596797225,0.636234525,0.644783888,0.606748635
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 9, 'min_samples_split': 350}",0.657097121,0.594571673,0.622029295,0.644782248,0.602155639
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 12, 'min_samples_split': 420}",0.614683921,0.612132452,0.607775398,0.644778264,0.610238717
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 9, 'min_samples_split': 260}",0.758226615,0.597329964,0.656491062,0.644772615,0.605408013
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 8, 'min_samples_split': 330}",0.607374026,0.60424154,0.597253054,0.644768431,0.600584623
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 19, 'min_samples_split': 230}",0.681791879,0.599245954,0.623800844,0.644767543,0.606981173
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 8, 'min_samples_split': 150}",0.647117603,0.603070952,0.622625928,0.644761374,0.605414192
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 17, 'min_samples_split': 420}",0.68138025,0.605665916,0.634821407,0.644745511,0.61270533
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 18, 'min_samples_split': 30}",0.773278913,0.586474859,0.661455086,0.644726576,0.603151238
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 10, 'min_samples_split': 400}",0.651072323,0.604942672,0.622355509,0.644721606,0.606978272
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 15, 'min_samples_split': 380}",0.631234092,0.600221465,0.610696004,0.644710963,0.601132927
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 17, 'min_samples_split': 360}",0.74561625,0.590191184,0.652724797,0.644701029,0.605291113
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 8, 'min_samples_split': 250}",0.662939966,0.599126641,0.627555906,0.644700628,0.60372779
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 9, 'min_samples_split': 230}",0.628568446,0.599257959,0.612532621,0.644687342,0.600916027
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 19, 'min_samples_split': 170}",0.735189807,0.590693398,0.651673962,0.644678094,0.603273181
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 13, 'min_samples_split': 340}",0.66783676,0.601153833,0.631243927,0.644649805,0.605295023
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 18, 'min_samples_split': 190}",0.719743279,0.597461102,0.647400932,0.644625997,0.610347041
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 13, 'min_samples_split': 470}",0.624963709,0.603964612,0.611358579,0.644610065,0.605402969
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 19, 'min_samples_split': 70}",0.737364779,0.584557958,0.640146962,0.644608587,0.597090127
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 7, 'min_samples_split': 190}",0.646186963,0.604880707,0.623837248,0.644605557,0.608783339
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 13, 'min_samples_split': 320}",0.668489998,0.597952092,0.628831888,0.644597019,0.603943934
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 9, 'min_samples_split': 480}",0.67429506,0.593975433,0.630004497,0.644596319,0.601367483
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 9, 'min_samples_split': 200}",0.667163637,0.598066648,0.629896989,0.644590074,0.603610386
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 16, 'min_samples_split': 450}",0.676112094,0.601370825,0.632232734,0.644572408,0.605745596
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 9, 'min_samples_split': 350}",0.68435412,0.600376442,0.636804308,0.644561656,0.606868687
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 12, 'min_samples_split': 160}",0.649297049,0.603972874,0.625424137,0.644542499,0.608885988
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 8, 'min_samples_split': 430}",0.682585806,0.597163432,0.634356826,0.644529297,0.602037478
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 13, 'min_samples_split': 440}",0.670218044,0.595524616,0.629097044,0.644527695,0.606420762
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 5, 'min_samples_split': 180}",0.659546512,0.606289934,0.629787974,0.644527521,0.611697121
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 16, 'min_samples_split': 40}",0.742733853,0.599665165,0.655084191,0.644508343,0.610343384
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 9, 'min_samples_split': 260}",0.649532195,0.611035542,0.628495203,0.644500106,0.613377848
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 19, 'min_samples_split': 380}",0.703865236,0.605822636,0.641735015,0.644484048,0.613602189
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 16, 'min_samples_split': 10}",0.584000159,0.621140031,0.601768664,0.644479141,0.61046558
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 15, 'min_samples_split': 320}",0.723344535,0.59064879,0.642345538,0.644446749,0.599564559
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 8, 'min_samples_split': 60}",0.628581868,0.596853703,0.612206672,0.644446461,0.598673754
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 19, 'min_samples_split': 20}",0.587102291,0.61216216,0.598886311,0.644440074,0.605526173
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 7, 'min_samples_split': 60}",0.640856168,0.606209321,0.622601227,0.644434526,0.607768194
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 7, 'min_samples_split': 280}",0.638850223,0.606541836,0.619288347,0.644429696,0.60552012
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 10, 'min_samples_split': 420}",0.626605751,0.612963313,0.615511088,0.644422675,0.606312186
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 17, 'min_samples_split': 430}",0.706750119,0.594064469,0.633393005,0.644418927,0.606754688
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 6, 'min_samples_split': 90}",0.628823477,0.607553053,0.616994024,0.644406488,0.606422023
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 9, 'min_samples_split': 140}",0.621227231,0.605546241,0.612239986,0.644401263,0.604175841
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 7, 'min_samples_split': 240}",0.676757378,0.601235845,0.634742799,0.644398615,0.606078513
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 8, 'min_samples_split': 360}",0.677890352,0.601639553,0.634900686,0.644394079,0.606756075
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 10, 'min_samples_split': 450}",0.637446309,0.603485128,0.617132073,0.644379162,0.607988878
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 11, 'min_samples_split': 240}",0.734294961,0.585202629,0.648253455,0.644377082,0.599009067
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 10, 'min_samples_split': 40}",0.604474726,0.604705053,0.603685586,0.644375541,0.602712645
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 10, 'min_samples_split': 180}",0.662013303,0.606676395,0.632197609,0.64437108,0.611466097
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 9, 'min_samples_split': 280}",0.668730115,0.605587558,0.631557775,0.644356658,0.608773251
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 17, 'min_samples_split': 20}",0.722480512,0.595884747,0.649947565,0.644354211,0.609569225
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 10, 'min_samples_split': 170}",0.64707286,0.603763496,0.623401441,0.644348704,0.606304241
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 7, 'min_samples_split': 80}",0.621683105,0.602322822,0.611147538,0.644322476,0.600243635
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 12, 'min_samples_split': 330}",0.633015332,0.59763995,0.61253964,0.644313057,0.600017907
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 10, 'min_samples_split': 160}",0.630140888,0.60241787,0.614795286,0.644281225,0.602489691
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 8, 'min_samples_split': 170}",0.670076857,0.598263327,0.6308192,0.644272579,0.60406159
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 8, 'min_samples_split': 170}",0.644442014,0.608435778,0.624436008,0.644266251,0.608778421
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 14, 'min_samples_split': 320}",0.711243239,0.595646015,0.643524343,0.644238382,0.6112439
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 19, 'min_samples_split': 420}",0.774392996,0.587488419,0.663048217,0.644235566,0.605517094
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 7, 'min_samples_split': 140}",0.647346285,0.607752678,0.624434684,0.644234564,0.608105399
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 7, 'min_samples_split': 330}",0.669811884,0.59651456,0.628727805,0.644212813,0.603835483
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 9, 'min_samples_split': 470}",0.646437023,0.605954644,0.620131603,0.644208538,0.604284796
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 12, 'min_samples_split': 370}",0.642617523,0.607601717,0.618539895,0.644180169,0.608890402
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 9, 'min_samples_split': 100}",0.648216771,0.605334607,0.6253488,0.644164128,0.608217506
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 17, 'min_samples_split': 20}",0.583326539,0.614520059,0.598164437,0.64416226,0.605410283
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 10, 'min_samples_split': 260}",0.682506264,0.598615444,0.635071507,0.644152619,0.607540953
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 8, 'min_samples_split': 170}",0.654011394,0.599565442,0.624500017,0.644129251,0.603387937
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 10, 'min_samples_split': 340}",0.699471047,0.598081393,0.643708429,0.644124973,0.609785117
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 10, 'min_samples_split': 300}",0.651749423,0.604557466,0.625448798,0.644123594,0.609115752
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 10, 'min_samples_split': 260}",0.637033686,0.6028538,0.618957937,0.644116257,0.606869317
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 8, 'min_samples_split': 250}",0.641054526,0.603816438,0.621020555,0.644108569,0.606869696
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 8, 'min_samples_split': 230}",0.637038657,0.600243572,0.617201133,0.644105228,0.602714788
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 8, 'min_samples_split': 220}",0.645987114,0.599557361,0.620266121,0.644086846,0.601479464
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 11, 'min_samples_split': 370}",0.676752903,0.598309582,0.634171126,0.644076834,0.605518733
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 7, 'min_samples_split': 80}",0.632817969,0.602449606,0.616021193,0.644076735,0.603163218
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 8, 'min_samples_split': 360}",0.670469098,0.596933736,0.629715445,0.644042867,0.605861486
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 16, 'min_samples_split': 10}",0.665814409,0.60271767,0.630930388,0.644042659,0.606302223
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 11, 'min_samples_split': 490}",0.640360523,0.604207136,0.615501288,0.64403646,0.607316486
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 9, 'min_samples_split': 230}",0.640606109,0.601761258,0.618243837,0.644033709,0.604062094
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 12, 'min_samples_split': 380}",0.647322423,0.60138372,0.62075636,0.644032042,0.603051993
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 7, 'min_samples_split': 140}",0.64331252,0.601350248,0.620639678,0.644030342,0.604406865
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 8, 'min_samples_split': 50}",0.625006463,0.602101899,0.612870254,0.644030135,0.603277091
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 8, 'min_samples_split': 270}",0.653525195,0.594657273,0.621817406,0.644001683,0.601819569
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 7, 'min_samples_split': 70}",0.624301026,0.598216877,0.609599713,0.644001025,0.600914009
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 9, 'min_samples_split': 60}",0.621676643,0.612107937,0.616490625,0.643998089,0.610690803
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 18, 'min_samples_split': 160}",0.717926742,0.60026869,0.650953146,0.643991518,0.617980933
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 12, 'min_samples_split': 190}",0.675188415,0.598777918,0.633174194,0.643980549,0.604732594
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 12, 'min_samples_split': 250}",0.668280206,0.599745355,0.630972047,0.643966662,0.606533121
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 15, 'min_samples_split': 20}",0.598047745,0.606469806,0.601789649,0.6439468,0.601369626
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 9, 'min_samples_split': 210}",0.684760281,0.598941627,0.637628905,0.643897515,0.60798459
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 8, 'min_samples_split': 250}",0.636830357,0.601872689,0.618157542,0.643887711,0.603949608
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 17, 'min_samples_split': 150}",0.71605204,0.59506065,0.64194499,0.643876669,0.600129005
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 18, 'min_samples_split': 390}",0.72224139,0.586343005,0.640798501,0.643862538,0.596647877
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 9, 'min_samples_split': 150}",0.617677179,0.606295072,0.611045287,0.643830901,0.603050984
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 8, 'min_samples_split': 60}",0.638412245,0.605706763,0.620528574,0.643802157,0.604731207
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 10, 'min_samples_split': 280}",0.641100262,0.607240158,0.621775393,0.643802082,0.607433889
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 9, 'min_samples_split': 310}",0.625219734,0.606628434,0.611761588,0.643793794,0.60541457
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 13, 'min_samples_split': 400}",0.658873886,0.601638086,0.626508006,0.643790527,0.606984073
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 10, 'min_samples_split': 310}",0.654840121,0.603158336,0.626357648,0.64378876,0.610682859
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 8, 'min_samples_split': 310}",0.682964127,0.598524619,0.635669039,0.643781813,0.608219524
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 9, 'min_samples_split': 30}",0.606054625,0.601873127,0.603600915,0.643781417,0.600021564
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 7, 'min_samples_split': 130}",0.655095649,0.602842258,0.626469238,0.6437767,0.60775861
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 9, 'min_samples_split': 150}",0.655785675,0.599730544,0.624421182,0.643773692,0.604964249
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 12, 'min_samples_split': 30}",0.602949511,0.602734335,0.60263085,0.643763386,0.599575152
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 16, 'min_samples_split': 380}",0.65221524,0.608538453,0.627197748,0.643737504,0.610232159
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 7, 'min_samples_split': 480}",0.707720033,0.597148205,0.645732644,0.643736631,0.610691181
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 15, 'min_samples_split': 290}",0.708819699,0.604575224,0.643367602,0.643730791,0.610574408
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 9, 'min_samples_split': 410}",0.644421631,0.598518402,0.619732732,0.643730612,0.60170494
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 9, 'min_samples_split': 280}",0.677189389,0.598612991,0.634401411,0.643728586,0.604727676
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 10, 'min_samples_split': 220}",0.666907612,0.594961594,0.628034982,0.643728233,0.603724385
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 8, 'min_samples_split': 70}",0.62412852,0.599023355,0.610588722,0.643721803,0.59889696
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 17, 'min_samples_split': 280}",0.769690582,0.585935115,0.658636,0.643700963,0.604729694
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 16, 'min_samples_split': 490}",0.672067392,0.597106872,0.629820778,0.643692826,0.603388315
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 12, 'min_samples_split': 20}",0.609842805,0.607805784,0.608371534,0.643685985,0.604845837
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 15, 'min_samples_split': 330}",0.71416839,0.594852823,0.640452637,0.643675743,0.605402969
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 9, 'min_samples_split': 200}",0.668054009,0.599786388,0.631394352,0.643669485,0.60641824
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 11, 'min_samples_split': 50}",0.75746351,0.590400222,0.661011731,0.643654297,0.607084579
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 6, 'min_samples_split': 230}",0.690116429,0.597041971,0.639049147,0.643631971,0.608445252
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 13, 'min_samples_split': 100}",0.767506662,0.591812729,0.663958051,0.643629432,0.608105272
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 8, 'min_samples_split': 120}",0.629921154,0.605626369,0.616529876,0.643623758,0.605632353
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 7, 'min_samples_split': 370}",0.695223513,0.598442682,0.640813317,0.643618381,0.610234429
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 9, 'min_samples_split': 160}",0.661620068,0.601568214,0.628429128,0.643616778,0.604849241
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 9, 'min_samples_split': 420}",0.674725084,0.58908639,0.626940475,0.643613521,0.597660626
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 14, 'min_samples_split': 330}",0.634825903,0.600005569,0.615495539,0.643598231,0.600237203
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 7, 'min_samples_split': 130}",0.631233594,0.600012801,0.611687892,0.643572796,0.600919558
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 9, 'min_samples_split': 490}",0.627667634,0.601048848,0.609299504,0.643568171,0.601367104
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 5, 'min_samples_split': 80}",0.68322562,0.597776121,0.636694387,0.643560724,0.6057461
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 13, 'min_samples_split': 20}",0.590010042,0.614220976,0.601383895,0.643556177,0.606532869
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 8, 'min_samples_split': 50}",0.613645402,0.605737832,0.609168591,0.64355585,0.603613665
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 8, 'min_samples_split': 180}",0.663155226,0.602320824,0.630336705,0.643543182,0.606753931
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 18, 'min_samples_split': 340}",0.710428432,0.599750312,0.64065037,0.643531742,0.6031612
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 10, 'min_samples_split': 230}",0.644648823,0.600826207,0.618449723,0.643531042,0.601367735
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 6, 'min_samples_split': 140}",0.6203473,0.597501579,0.608187912,0.643514302,0.59710753
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 9, 'min_samples_split': 410}",0.629459811,0.600387549,0.612060582,0.643490702,0.601030404
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 7, 'min_samples_split': 100}",0.620372654,0.602316775,0.609770186,0.643486371,0.599911853
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 14, 'min_samples_split': 450}",0.623228206,0.608790209,0.613563942,0.643480009,0.606199195
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 9, 'min_samples_split': 390}",0.66762498,0.602693658,0.630890265,0.643458009,0.605970315
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 9, 'min_samples_split': 170}",0.644426603,0.604491855,0.622697931,0.643429149,0.606534256
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 8, 'min_samples_split': 130}",0.643542197,0.600942761,0.619842032,0.643428665,0.601137215
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 8, 'min_samples_split': 50}",0.611202474,0.614695139,0.612545914,0.643426574,0.610467345
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 10, 'min_samples_split': 30}",0.600928651,0.606965543,0.603643155,0.643416029,0.602600537
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 9, 'min_samples_split': 300}",0.636182588,0.606878307,0.618818363,0.643412023,0.606199574
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 18, 'min_samples_split': 100}",0.709258173,0.602795998,0.63713927,0.643371765,0.611804941
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 17, 'min_samples_split': 310}",0.671387806,0.600829449,0.631764275,0.643331368,0.606982686
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 6, 'min_samples_split': 330}",0.655991489,0.604557708,0.626835355,0.643329067,0.610240104
