Parameters,mean_test_recall,mean_test_precision,mean_test_f1,mean_test_roc_auc,mean_test_accuracy
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 19, 'min_samples_split': 240}",0.668473592,0.618440513,0.642142068,0.674135166,0.625059332
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 17, 'min_samples_split': 60}",0.638130866,0.625616147,0.631068676,0.674118043,0.62651471
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 13, 'min_samples_split': 280}",0.624099189,0.631505251,0.624394973,0.674111512,0.626081918
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 18, 'min_samples_split': 440}",0.648877963,0.63023073,0.637822057,0.67410949,0.629221806
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 17, 'min_samples_split': 230}",0.624117086,0.626778729,0.623961849,0.674072072,0.622591584
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 19, 'min_samples_split': 270}",0.655088689,0.620639537,0.634817059,0.674034541,0.623153886
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 15, 'min_samples_split': 220}",0.708364322,0.619130072,0.658604777,0.674026978,0.632018689
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 17, 'min_samples_split': 280}",0.667795498,0.618045343,0.64086767,0.6739858,0.624275464
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 18, 'min_samples_split': 140}",0.635912643,0.619626315,0.627111369,0.673982644,0.620680715
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 14, 'min_samples_split': 340}",0.701422805,0.623609435,0.658450751,0.673962573,0.636619125
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 19, 'min_samples_split': 50}",0.618512866,0.626577229,0.621683307,0.673953295,0.623480876
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 15, 'min_samples_split': 280}",0.641898664,0.624093864,0.63004851,0.673937037,0.626516854
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 19, 'min_samples_split': 300}",0.6403819,0.634227815,0.636482135,0.673927035,0.634045827
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 16, 'min_samples_split': 270}",0.655766783,0.626488287,0.638539916,0.67390062,0.629559263
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 17, 'min_samples_split': 460}",0.643490992,0.638438595,0.63653975,0.673893738,0.633146067
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 19, 'min_samples_split': 70}",0.636360563,0.623006263,0.629398794,0.673882199,0.623372426
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 18, 'min_samples_split': 370}",0.638764715,0.624046385,0.628344378,0.673855208,0.625731598
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 18, 'min_samples_split': 260}",0.638786092,0.629726844,0.631247893,0.673852982,0.630895976
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 19, 'min_samples_split': 410}",0.675371858,0.630909231,0.650110219,0.673849213,0.637300344
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 15, 'min_samples_split': 400}",0.645723135,0.626561891,0.633259651,0.6738477,0.62708357
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 16, 'min_samples_split': 80}",0.661328249,0.623048119,0.641307292,0.673810031,0.628087113
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 14, 'min_samples_split': 380}",0.658624324,0.624984451,0.638673438,0.673800251,0.628763919
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 12, 'min_samples_split': 40}",0.627667634,0.63087729,0.628885004,0.673781429,0.628204139
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 17, 'min_samples_split': 480}",0.655729995,0.628951843,0.636717503,0.673762178,0.630904677
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 19, 'min_samples_split': 100}",0.64772908,0.622019533,0.634231438,0.673758954,0.624944325
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 13, 'min_samples_split': 220}",0.692100501,0.618041638,0.652577136,0.67375442,0.628421292
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 18, 'min_samples_split': 160}",0.650380807,0.624534755,0.635909642,0.673736212,0.628874639
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 18, 'min_samples_split': 470}",0.634315344,0.631140188,0.628783191,0.6737307,0.629552075
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 16, 'min_samples_split': 230}",0.658007875,0.619067022,0.636436053,0.673715649,0.622482881
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 17, 'min_samples_split': 330}",0.66041849,0.623775318,0.640016691,0.673714226,0.629208313
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 15, 'min_samples_split': 320}",0.670728603,0.619438404,0.642376802,0.673696864,0.624725532
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 18, 'min_samples_split': 30}",0.655968124,0.628535446,0.640559359,0.673685136,0.633149094
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 13, 'min_samples_split': 140}",0.674256781,0.621372049,0.646015253,0.673677115,0.629094566
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 19, 'min_samples_split': 270}",0.649050966,0.629246654,0.637118483,0.673664322,0.630902912
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 90}",0.660877844,0.621170242,0.639542926,0.673659171,0.626518872
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 11, 'min_samples_split': 130}",0.650859052,0.621191924,0.635003938,0.673642942,0.624500687
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 17, 'min_samples_split': 140}",0.663798521,0.622273395,0.642217224,0.673624503,0.627755836
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 14, 'min_samples_split': 360}",0.665770661,0.622575682,0.641173901,0.673618649,0.628874765
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 17, 'min_samples_split': 430}",0.657986498,0.623534338,0.638416913,0.673618328,0.627413839
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 16, 'min_samples_split': 100}",0.660864918,0.626641308,0.641890266,0.673615799,0.631799518
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 19, 'min_samples_split': 170}",0.644140252,0.624285293,0.632673427,0.67356735,0.627640576
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 280}",0.660191795,0.625463693,0.64052715,0.673545445,0.631458909
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 19, 'min_samples_split': 390}",0.659941238,0.618330298,0.635513915,0.673517036,0.626630727
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 18, 'min_samples_split': 300}",0.652854558,0.623541621,0.636221706,0.673516551,0.627305515
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 15, 'min_samples_split': 50}",0.639471146,0.622745139,0.63070282,0.67349594,0.624608633
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 15, 'min_samples_split': 250}",0.682953687,0.616792616,0.647243729,0.673488522,0.625953921
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 18, 'min_samples_split': 350}",0.655963152,0.6259348,0.637860939,0.673486785,0.63044969
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 19, 'min_samples_split': 180}",0.656876392,0.624240133,0.639739062,0.673460674,0.627073103
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 18, 'min_samples_split': 60}",0.632806037,0.619221824,0.625501555,0.673437164,0.618881323
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 17, 'min_samples_split': 490}",0.645952315,0.623738618,0.63249237,0.673425556,0.62460939
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 16, 'min_samples_split': 270}",0.653990017,0.62747258,0.638445636,0.673404501,0.62853983
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 18, 'min_samples_split': 370}",0.660863427,0.620504489,0.639190396,0.673334512,0.626964527
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 19, 'min_samples_split': 60}",0.649506841,0.624881455,0.636215905,0.673329062,0.627869204
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 15, 'min_samples_split': 280}",0.622962735,0.627104815,0.622821285,0.673303642,0.624946595
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 18, 'min_samples_split': 330}",0.654166501,0.623296686,0.635915127,0.673263085,0.628541217
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 17, 'min_samples_split': 350}",0.690085607,0.61502316,0.649833584,0.673246724,0.626853806
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 16, 'min_samples_split': 250}",0.650820275,0.622017512,0.632912992,0.673246326,0.625501961
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 15, 'min_samples_split': 230}",0.632142857,0.627847451,0.628087682,0.673209056,0.623937881
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 15, 'min_samples_split': 180}",0.688334692,0.621348388,0.651509832,0.673202024,0.628428101
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 12, 'min_samples_split': 220}",0.662907652,0.626548233,0.642160419,0.673198991,0.628649289
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 14, 'min_samples_split': 280}",0.623895363,0.633226613,0.627241088,0.673184353,0.627642593
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 17, 'min_samples_split': 70}",0.637713272,0.620550978,0.628848105,0.673167514,0.620677436
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 17, 'min_samples_split': 270}",0.63768742,0.624575551,0.629482325,0.673156929,0.624841423
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 16, 'min_samples_split': 190}",0.610057568,0.628617537,0.617436963,0.673138934,0.621580096
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 16, 'min_samples_split': 240}",0.662660078,0.619343943,0.63908042,0.673131454,0.6256234
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 17, 'min_samples_split': 190}",0.66108167,0.623150867,0.638855192,0.673123712,0.628757614
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 16, 'min_samples_split': 50}",0.644168589,0.625054996,0.634026111,0.673118641,0.626744726
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 17, 'min_samples_split': 420}",0.646838212,0.626357188,0.63160373,0.673069099,0.625953417
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 11, 'min_samples_split': 100}",0.665561864,0.622091036,0.642468694,0.67306083,0.628314481
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 16, 'min_samples_split': 70}",0.658663598,0.624668063,0.64082131,0.673006389,0.62797488
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 15, 'min_samples_split': 300}",0.671366927,0.621788971,0.644742028,0.672997601,0.628540965
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 17, 'min_samples_split': 70}",0.611831849,0.631525528,0.620791901,0.67296983,0.625845723
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 16, 'min_samples_split': 100}",0.651724566,0.6224903,0.635249641,0.672963535,0.626852798
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 15, 'min_samples_split': 110}",0.639918072,0.622489686,0.629929857,0.672957478,0.623035347
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 17, 'min_samples_split': 160}",0.645020681,0.619686544,0.631115231,0.672955751,0.624375339
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 18, 'min_samples_split': 280}",0.644622972,0.621046066,0.631976994,0.672926704,0.62281542
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 18, 'min_samples_split': 40}",0.640360523,0.629915834,0.634369593,0.672907311,0.629543752
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 200}",0.659549495,0.622918507,0.639098114,0.672903631,0.626066407
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 18, 'min_samples_split': 210}",0.621856606,0.629584674,0.624688767,0.672903061,0.626744473
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 16, 'min_samples_split': 330}",0.680306932,0.626247377,0.650357181,0.672902203,0.631454117
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 13, 'min_samples_split': 150}",0.670052,0.617794844,0.642140861,0.672885084,0.622809745
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 18, 'min_samples_split': 220}",0.656189349,0.619364417,0.634587462,0.672883349,0.622806593
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 17, 'min_samples_split': 140}",0.645052498,0.621553229,0.632277583,0.672875222,0.623709252
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 13, 'min_samples_split': 440}",0.681382735,0.623306967,0.649725063,0.67287053,0.631453486
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 16, 'min_samples_split': 130}",0.664666024,0.627982802,0.642953643,0.672868229,0.630332539
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 13, 'min_samples_split': 280}",0.674059915,0.62478748,0.646268858,0.672855017,0.629326599
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 19, 'min_samples_split': 320}",0.680714087,0.619856103,0.646812985,0.672847699,0.628090392
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 17, 'min_samples_split': 120}",0.673597081,0.621703552,0.645742859,0.67282944,0.627521406
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 14, 'min_samples_split': 230}",0.664434855,0.625624145,0.643232021,0.672819138,0.631122334
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 19, 'min_samples_split': 480}",0.668858376,0.61925975,0.640134619,0.672813766,0.628419904
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 13, 'min_samples_split': 130}",0.654886355,0.624374533,0.638877103,0.672812534,0.626966292
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 15, 'min_samples_split': 220}",0.69007467,0.618943067,0.649983855,0.672784226,0.627524055
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 60}",0.63481248,0.624258325,0.629242863,0.672779909,0.62371127
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 19, 'min_samples_split': 420}",0.662214644,0.625997757,0.642947514,0.672777637,0.6311212
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 11, 'min_samples_split': 230}",0.672704224,0.622311009,0.64324076,0.672760226,0.626742582
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 260}",0.671151666,0.620880222,0.643377201,0.672743339,0.627648268
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 16, 'min_samples_split': 400}",0.657515212,0.626254681,0.637829841,0.67274106,0.630563942
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 16, 'min_samples_split': 190}",0.633892778,0.627801555,0.629828635,0.672737685,0.627975763
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 16, 'min_samples_split': 60}",0.672245864,0.616995118,0.643074586,0.672733695,0.625732355
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 17, 'min_samples_split': 480}",0.668646596,0.627340322,0.64389706,0.672725184,0.634824903
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 14, 'min_samples_split': 280}",0.671137747,0.623354357,0.644554318,0.672714782,0.630116899
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 12, 'min_samples_split': 120}",0.643484529,0.619949807,0.630564485,0.67268477,0.623149851
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 14, 'min_samples_split': 160}",0.624768832,0.629470457,0.62551432,0.672636559,0.625512428
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 230}",0.676466056,0.614578227,0.642517301,0.672632558,0.624499931
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 19, 'min_samples_split': 400}",0.688101535,0.61985738,0.650039787,0.672632225,0.628877539
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 16, 'min_samples_split': 70}",0.643912066,0.628731102,0.635679538,0.672629101,0.631227506
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 18, 'min_samples_split': 270}",0.677396695,0.622387254,0.647006134,0.672616817,0.630457131
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 17, 'min_samples_split': 100}",0.667297367,0.618419439,0.640283386,0.672614388,0.628084843
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 17, 'min_samples_split': 170}",0.69277263,0.616217587,0.650744662,0.67257169,0.624711661
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 16, 'min_samples_split': 370}",0.643460667,0.625268003,0.631377807,0.672565703,0.627978411
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 19, 'min_samples_split': 390}",0.64729856,0.630884696,0.637178068,0.672565217,0.631130027
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 18, 'min_samples_split': 370}",0.653290049,0.619419279,0.633490628,0.672563336,0.624502453
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 17, 'min_samples_split': 350}",0.662000875,0.624665944,0.638413909,0.672559054,0.627641963
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 17, 'min_samples_split': 440}",0.62965618,0.632688142,0.628102652,0.672550864,0.629444634
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 18, 'min_samples_split': 110}",0.646164592,0.624305043,0.634351779,0.672533334,0.62595203
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 19, 'min_samples_split': 200}",0.638588729,0.624884293,0.630025189,0.672523382,0.624153142
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 17, 'min_samples_split': 410}",0.650385281,0.626440328,0.636830812,0.67242639,0.629775407
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 19, 'min_samples_split': 80}",0.647281161,0.62535608,0.635693522,0.6724233,0.62763818
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 50}",0.63970828,0.629244873,0.634069587,0.672397117,0.628422931
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 18, 'min_samples_split': 80}",0.646389298,0.624001209,0.63415923,0.672388205,0.625728572
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 18, 'min_samples_split': 230}",0.684487353,0.615794757,0.646018387,0.672376801,0.627523928
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 11, 'min_samples_split': 70}",0.656211223,0.62159548,0.637835688,0.672349581,0.6264108
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 19, 'min_samples_split': 430}",0.655072284,0.626927148,0.638907648,0.672344715,0.629549679
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 320}",0.660682469,0.619908046,0.637697285,0.672338127,0.623376713
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 16, 'min_samples_split': 270}",0.679620387,0.618758468,0.646346124,0.672331884,0.627309046
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 14, 'min_samples_split': 130}",0.634375497,0.627865828,0.630657932,0.672331823,0.626298945
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 19, 'min_samples_split': 200}",0.678708638,0.61282285,0.642192905,0.672330212,0.621465466
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 14, 'min_samples_split': 340}",0.66219625,0.621805117,0.639041221,0.672327734,0.628100102
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 15, 'min_samples_split': 300}",0.674257278,0.621524241,0.643142217,0.672317514,0.628876531
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 17, 'min_samples_split': 420}",0.671137747,0.619415427,0.642449871,0.67227642,0.625727184
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 14, 'min_samples_split': 170}",0.670044046,0.618726336,0.642408453,0.672261152,0.623930188
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 12, 'min_samples_split': 220}",0.662212655,0.621996058,0.640239683,0.672247554,0.628205526
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 13, 'min_samples_split': 360}",0.666652581,0.620706266,0.640469199,0.672244786,0.627300849
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 18, 'min_samples_split': 460}",0.709268613,0.615703642,0.656616537,0.672233311,0.626628457
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 16, 'min_samples_split': 310}",0.675828229,0.615520431,0.642349812,0.672213864,0.624501318
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 13, 'min_samples_split': 190}",0.688034919,0.620109173,0.650676129,0.672212503,0.63302652
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 19, 'min_samples_split': 250}",0.641950366,0.628478793,0.632511589,0.672209068,0.625844462
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 17, 'min_samples_split': 280}",0.639440324,0.629975001,0.630037962,0.672207463,0.629664182
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 18, 'min_samples_split': 60}",0.684528118,0.622683507,0.65123468,0.672195891,0.630441241
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 18, 'min_samples_split': 430}",0.684273584,0.615005212,0.647350284,0.672170926,0.62561369
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 17, 'min_samples_split': 150}",0.678711621,0.617332265,0.646092388,0.672168481,0.625499691
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 18, 'min_samples_split': 290}",0.675819281,0.6236028,0.646328843,0.672157177,0.630450195
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 19, 'min_samples_split': 110}",0.648173023,0.618917136,0.631971641,0.672148192,0.622248074
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 17, 'min_samples_split': 250}",0.642368458,0.622793806,0.630770524,0.672129195,0.62495744
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 18, 'min_samples_split': 420}",0.65215459,0.621986413,0.634453527,0.672126495,0.627416613
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 13, 'min_samples_split': 50}",0.660631761,0.620131668,0.638226274,0.672107988,0.626288226
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 13, 'min_samples_split': 120}",0.645529749,0.625064848,0.634708122,0.672106449,0.625510032
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 13, 'min_samples_split': 100}",0.631046174,0.624975388,0.626996179,0.672099291,0.623043418
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 15, 'min_samples_split': 70}",0.645051503,0.628208208,0.635895289,0.672089455,0.62977175
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 18, 'min_samples_split': 50}",0.642810909,0.623095035,0.632532445,0.672051889,0.625613186
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 12, 'min_samples_split': 210}",0.670238924,0.614746445,0.639823686,0.672042786,0.622476828
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 17, 'min_samples_split': 280}",0.611759764,0.627278723,0.613440528,0.672038957,0.626513071
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 17, 'min_samples_split': 470}",0.712353345,0.611141988,0.656506489,0.672026799,0.628536552
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 14, 'min_samples_split': 240}",0.664456232,0.622830486,0.642273062,0.672015196,0.628203004
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 17, 'min_samples_split': 200}",0.651512786,0.616904149,0.632573646,0.671989956,0.620220558
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 19, 'min_samples_split': 400}",0.671157135,0.621830044,0.643421512,0.671975946,0.627080922
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 19, 'min_samples_split': 290}",0.683399618,0.62076462,0.649180042,0.671959525,0.628647398
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 19, 'min_samples_split': 120}",0.63213192,0.625446082,0.627774138,0.671947445,0.623262336
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 19, 'min_samples_split': 340}",0.657527641,0.616544344,0.634167795,0.671938444,0.620786391
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 14, 'min_samples_split': 300}",0.668477072,0.624420918,0.644500709,0.671937206,0.629886001
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 19, 'min_samples_split': 40}",0.622978643,0.630376752,0.62599365,0.671933912,0.627419892
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 13, 'min_samples_split': 110}",0.644840717,0.620664059,0.631532521,0.671930446,0.622591079
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 19, 'min_samples_split': 330}",0.670042058,0.626726193,0.646337889,0.671930134,0.632809998
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 15, 'min_samples_split': 190}",0.656632795,0.621200644,0.637197143,0.671922033,0.626295035
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 17, 'min_samples_split': 350}",0.680704144,0.618215625,0.645924728,0.671909902,0.628200356
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 17, 'min_samples_split': 450}",0.662670518,0.629222594,0.643642422,0.671905165,0.631119686
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 18, 'min_samples_split': 280}",0.681836621,0.620773812,0.648445881,0.67190447,0.629546148
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 17, 'min_samples_split': 370}",0.694976933,0.622294509,0.654499673,0.67187651,0.633924766
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 17, 'min_samples_split': 160}",0.634369034,0.627517386,0.629851081,0.671875176,0.625509527
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 14, 'min_samples_split': 120}",0.653082246,0.616991803,0.633934256,0.67187403,0.621574799
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 17, 'min_samples_split': 90}",0.649737015,0.618124923,0.632971981,0.671869891,0.621575682
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 15, 'min_samples_split': 120}",0.670925966,0.615449834,0.641168159,0.671859231,0.622701043
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 13, 'min_samples_split': 210}",0.677834175,0.627263973,0.650471155,0.671849672,0.633702821
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 14, 'min_samples_split': 130}",0.692982421,0.620408854,0.653000451,0.67184696,0.630441367
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 15, 'min_samples_split': 120}",0.660878838,0.622791145,0.64016273,0.671786092,0.628094175
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 12, 'min_samples_split': 150}",0.660235543,0.621624824,0.639096148,0.671753576,0.62539805
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 14, 'min_samples_split': 160}",0.648418609,0.616587435,0.631796997,0.671753358,0.620236699
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 19, 'min_samples_split': 30}",0.676037027,0.616419165,0.64388157,0.671751373,0.624831461
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 17, 'min_samples_split': 480}",0.682499304,0.617602594,0.646275833,0.67175109,0.62775697
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 18, 'min_samples_split': 60}",0.631465757,0.62714429,0.628947514,0.671731313,0.625169926
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 14, 'min_samples_split': 140}",0.639261355,0.625217602,0.631409074,0.671704379,0.625958965
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 14, 'min_samples_split': 210}",0.644621977,0.625113295,0.632181328,0.671704185,0.62461229
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 14, 'min_samples_split': 70}",0.629470251,0.628742453,0.628828437,0.671702584,0.626187594
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 17, 'min_samples_split': 430}",0.678033527,0.62383583,0.644469243,0.671699169,0.630000504
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 13, 'min_samples_split': 120}",0.659541044,0.616460717,0.636235015,0.671666248,0.622927149
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 13, 'min_samples_split': 140}",0.645273723,0.625336572,0.633919687,0.671666018,0.62673779
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 16, 'min_samples_split': 230}",0.634998906,0.623154171,0.626095771,0.671651736,0.625058702
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 15, 'min_samples_split': 420}",0.682023544,0.613293673,0.644406428,0.671646364,0.625727563
