,FPR,TPR
0,0.0,0.0
1,0.0,0.0005333333333333334
2,0.0,0.0037333333333333333
3,0.000514668039114771,0.0037333333333333333
4,0.000514668039114771,0.0048
5,0.001029336078229542,0.0048
6,0.001029336078229542,0.016
7,0.002058672156459084,0.016
8,0.002058672156459084,0.0192
9,0.0025733401955738548,0.0192
10,0.0025733401955738548,0.023466666666666667
11,0.003088008234688626,0.023466666666666667
12,0.003088008234688626,0.024
13,0.003602676273803397,0.024
14,0.003602676273803397,0.025066666666666668
15,0.004117344312918168,0.025066666666666668
16,0.004117344312918168,0.0304
17,0.004632012352032939,0.0304
18,0.004632012352032939,0.03306666666666667
19,0.0051466803911477095,0.03306666666666667
20,0.0051466803911477095,0.034133333333333335
21,0.005661348430262481,0.034133333333333335
22,0.005661348430262481,0.0352
23,0.006176016469377252,0.0352
24,0.006176016469377252,0.04373333333333333
25,0.0066906845084920225,0.04373333333333333
26,0.0066906845084920225,0.050133333333333335
27,0.007720020586721565,0.050133333333333335
28,0.007720020586721565,0.06026666666666667
29,0.008234688625836336,0.06026666666666667
30,0.008234688625836336,0.06133333333333333
31,0.008749356664951106,0.06133333333333333
32,0.008749356664951106,0.064
33,0.009264024704065878,0.064
34,0.009264024704065878,0.06506666666666666
35,0.00977869274318065,0.06506666666666666
36,0.00977869274318065,0.06826666666666667
37,0.010293360782295419,0.06826666666666667
38,0.010293360782295419,0.07306666666666667
39,0.01080802882141019,0.07306666666666667
40,0.01080802882141019,0.07626666666666666
41,0.011322696860524962,0.07626666666666666
42,0.011322696860524962,0.08053333333333333
43,0.011837364899639732,0.08053333333333333
44,0.011837364899639732,0.08266666666666667
45,0.012866700977869275,0.08266666666666667
46,0.012866700977869275,0.08746666666666666
47,0.013896037056098817,0.08746666666666666
48,0.013896037056098817,0.09013333333333333
49,0.014410705095213588,0.09013333333333333
50,0.014410705095213588,0.09493333333333333
51,0.014925373134328358,0.09493333333333333
52,0.014925373134328358,0.0976
53,0.01544004117344313,0.0976
54,0.01544004117344313,0.10026666666666667
55,0.0159547092125579,0.10026666666666667
56,0.0159547092125579,0.10506666666666667
57,0.016469377251672673,0.10506666666666667
58,0.016469377251672673,0.1072
59,0.016984045290787442,0.1072
60,0.016984045290787442,0.10773333333333333
61,0.017498713329902212,0.10773333333333333
