,FPR,TPR
0,0.0,0.0
1,0.0,0.0005333333333333334
2,0.0,0.0010666666666666667
3,0.000514668039114771,0.0010666666666666667
4,0.000514668039114771,0.0037333333333333333
5,0.001029336078229542,0.0037333333333333333
6,0.001029336078229542,0.005333333333333333
7,0.002058672156459084,0.005333333333333333
8,0.002058672156459084,0.0064
9,0.003088008234688626,0.0064
10,0.003088008234688626,0.010666666666666666
11,0.003602676273803397,0.010666666666666666
12,0.003602676273803397,0.011733333333333333
13,0.004117344312918168,0.011733333333333333
14,0.004117344312918168,0.0144
15,0.004632012352032939,0.0144
16,0.004632012352032939,0.017066666666666667
17,0.0051466803911477095,0.017066666666666667
18,0.0051466803911477095,0.018666666666666668
19,0.005661348430262481,0.018666666666666668
20,0.005661348430262481,0.0208
21,0.006176016469377252,0.0208
22,0.006176016469377252,0.024533333333333334
23,0.0066906845084920225,0.024533333333333334
24,0.0066906845084920225,0.026133333333333335
25,0.007205352547606794,0.026133333333333335
26,0.007205352547606794,0.0272
27,0.007720020586721565,0.0272
28,0.007720020586721565,0.029866666666666666
29,0.008234688625836336,0.029866666666666666
30,0.008234688625836336,0.034133333333333335
31,0.009264024704065878,0.034133333333333335
32,0.009264024704065878,0.04
33,0.010293360782295419,0.04
34,0.010293360782295419,0.042666666666666665
35,0.01080802882141019,0.042666666666666665
36,0.01080802882141019,0.0432
37,0.011322696860524962,0.0432
38,0.011322696860524962,0.04373333333333333
39,0.011837364899639732,0.04373333333333333
40,0.011837364899639732,0.04853333333333333
41,0.012352032938754504,0.04853333333333333
42,0.012352032938754504,0.05173333333333333
43,0.012866700977869275,0.05173333333333333
44,0.012866700977869275,0.05706666666666667
45,0.013381369016984045,0.05706666666666667
46,0.013381369016984045,0.0576
47,0.013896037056098817,0.0576
48,0.013896037056098817,0.0592
49,0.014410705095213588,0.0592
50,0.014410705095213588,0.0608
51,0.014925373134328358,0.0608
52,0.014925373134328358,0.06133333333333333
53,0.01544004117344313,0.06133333333333333
54,0.01544004117344313,0.06346666666666667
55,0.016984045290787442,0.06346666666666667
56,0.016984045290787442,0.064
57,0.017498713329902212,0.064
58,0.017498713329902212,0.06506666666666666
59,0.018013381369016986,0.06506666666666666
60,0.018013381369016986,0.06666666666666667
61,0.018528049408131755,0.06666666666666667
