,Precision,Recall
0,0.49590055540862205,1.0
1,0.49576719576719575,0.9994666666666666
2,0.49589838581635354,0.9994666666666666
3,0.49602964531498145,0.9994666666666666
4,0.49616097431824197,0.9994666666666666
5,0.4962923728813559,0.9994666666666666
6,0.49642384105960263,0.9994666666666666
7,0.4965553789083201,0.9994666666666666
8,0.4966869864829048,0.9994666666666666
9,0.4968186638388123,0.9994666666666666
10,0.4969504110315566,0.9994666666666666
11,0.49681697612732095,0.9989333333333333
12,0.4969487927832316,0.9989333333333333
13,0.49708067940552014,0.9989333333333333
14,0.49721263604990706,0.9989333333333333
15,0.49734466277217204,0.9989333333333333
16,0.49721115537848604,0.9984
17,0.4973432518597237,0.9984
18,0.49747541854903005,0.9984
19,0.49760765550239233,0.9984
20,0.49773996277585747,0.9984
21,0.4978723404255319,0.9984
22,0.4980047885075818,0.9984
23,0.4981373070782331,0.9984
24,0.4982698961937716,0.9984
25,0.4984025559105431,0.9984
26,0.4985352862849534,0.9984
27,0.4986680873734683,0.9984
28,0.4988009592326139,0.9984
29,0.4989339019189765,0.9984
30,0.4990669154892029,0.9984
31,0.4992,0.9984
32,0.4993331555081355,0.9984
33,0.4991995731056563,0.9978666666666667
34,0.4993327995729917,0.9978666666666667
35,0.499466097170315,0.9978666666666667
36,0.49959946595460614,0.9978666666666667
37,0.499732905982906,0.9978666666666667
38,0.49986641731231635,0.9978666666666667
39,0.5,0.9978666666666667
40,0.500133654103181,0.9978666666666667
41,0.5002673796791444,0.9978666666666667
42,0.5004011767852367,0.9978666666666667
43,0.5005350454788657,0.9978666666666667
44,0.5006689858175006,0.9978666666666667
45,0.5008029978586723,0.9978666666666667
46,0.5009370816599732,0.9978666666666667
47,0.500803427959293,0.9973333333333333
48,0.5009375837128315,0.9973333333333333
49,0.5010718113612004,0.9973333333333333
50,0.50093808630394,0.9968
51,0.5010723860589812,0.9968
52,0.501206757843926,0.9968
53,0.5013412017167382,0.9968
54,0.5014757177354441,0.9968
55,0.501610305958132,0.9968
56,0.501744966442953,0.9968
57,0.5016111707841031,0.9962666666666666
58,0.5014773032500671,0.9957333333333334
59,0.5016120365394949,0.9957333333333334
60,0.5017468422467078,0.9957333333333334
61,0.5018817204301075,0.9957333333333334
62,0.5020166711481581,0.9957333333333334
63,0.5021516944593868,0.9957333333333334
64,0.5022867904223837,0.9957333333333334
65,0.5021528525296017,0.9952
66,0.5022880215343203,0.9952
67,0.5024232633279483,0.9952
68,0.502558577969297,0.9952
69,0.5024245689655172,0.9946666666666667
70,0.5025599568849367,0.9946666666666667
71,0.5026954177897575,0.9946666666666667
72,0.5028309517390133,0.9946666666666667
73,0.5029665587918015,0.9946666666666667
74,0.5028324790936067,0.9941333333333333
75,0.5029681597409607,0.9941333333333333
76,0.5031039136302294,0.9941333333333333
77,0.5032397408207343,0.9941333333333333
78,0.5033756413718606,0.9941333333333333
79,0.5035116153430578,0.9941333333333333
80,0.5036476627938395,0.9941333333333333
81,0.5037837837837837,0.9941333333333333
82,0.5039199783725331,0.9941333333333333
83,0.5040562466197945,0.9941333333333333
84,0.5041925885853394,0.9941333333333333
85,0.5043290043290043,0.9941333333333333
86,0.5044654939106902,0.9941333333333333
87,0.5043313481321061,0.9936
88,0.50446791226645,0.9936
89,0.5046045503791983,0.9936
90,0.5047412625304796,0.9936
91,0.5048780487804878,0.9936
92,0.5050149091894822,0.9936
93,0.5051518438177874,0.9936
94,0.5052888527257934,0.9936
95,0.5054259359739555,0.9936
96,0.5055630936227952,0.9936
97,0.505700325732899,0.9936
98,0.5058376323649199,0.9936
99,0.5059750135795763,0.9936
100,0.5061124694376528,0.9936
101,0.50625,0.9936
102,0.5063876053275347,0.9936
103,0.5065252854812398,0.9936
104,0.5066630405221648,0.9936
105,0.5068008705114254,0.9936
106,0.506938775510204,0.9936
107,0.5070767555797496,0.9936
108,0.5072148107813776,0.9936
109,0.5073529411764706,0.9936
110,0.5074911468264778,0.9936
111,0.5076294277929155,0.9936
112,0.5074952303079858,0.9930666666666667
113,0.507360959651036,0.9925333333333334
114,0.507499318243796,0.9925333333333334
115,0.5076377523186034,0.9925333333333334
116,0.5077762619372442,0.9925333333333334
117,0.5079148471615721,0.9925333333333334
118,0.508053508053508,0.9925333333333334
119,0.508192244675041,0.9925333333333334
120,0.5083310570882272,0.9925333333333334
121,0.5084699453551913,0.9925333333333334
122,0.5086089095381252,0.9925333333333334
123,0.5087479496992893,0.9925333333333334
124,0.5088870659010117,0.9925333333333334
125,0.5090262582056893,0.9925333333333334
126,0.5091655266757866,0.9925333333333334
127,0.5093048713738368,0.9925333333333334
128,0.5094442923624418,0.9925333333333334
129,0.5095837897042717,0.9925333333333334
130,0.5097233634620651,0.9925333333333334
131,0.5098630136986302,0.9925333333333334
132,0.510002740476843,0.9925333333333334
133,0.5101425438596491,0.9925333333333334
134,0.5102824239100631,0.9925333333333334
135,0.5104223806911684,0.9925333333333334
136,0.5105624142661179,0.9925333333333334
137,0.5107025246981339,0.9925333333333334
138,0.5108427120505078,0.9925333333333334
139,0.5109829763866007,0.9925333333333334
140,0.5111233177698434,0.9925333333333334
141,0.5112637362637362,0.9925333333333334
142,0.5114042319318494,0.9925333333333334
143,0.5115448048378229,0.9925333333333334
144,0.5116854550453671,0.9925333333333334
145,0.5118261826182618,0.9925333333333334
146,0.5119669876203576,0.9925333333333334
147,0.5121078701155751,0.9925333333333334
148,0.5122488301679053,0.9925333333333334
149,0.5123898678414097,0.9925333333333334
150,0.5125309832002203,0.9925333333333334
