,FPR,TPR
0,0.0,0.0
1,0.0,0.0005333333333333334
2,0.0,0.0064
3,0.000514668039114771,0.0064
4,0.000514668039114771,0.013333333333333334
5,0.001029336078229542,0.013333333333333334
6,0.001029336078229542,0.016533333333333334
7,0.001544004117344313,0.016533333333333334
8,0.001544004117344313,0.0192
9,0.002058672156459084,0.0192
10,0.002058672156459084,0.0224
11,0.0025733401955738548,0.0224
12,0.0025733401955738548,0.032
13,0.003088008234688626,0.032
14,0.003088008234688626,0.0336
15,0.003602676273803397,0.0336
16,0.003602676273803397,0.03573333333333333
17,0.004117344312918168,0.03573333333333333
18,0.004117344312918168,0.0384
19,0.004632012352032939,0.0384
20,0.004632012352032939,0.038933333333333334
21,0.0051466803911477095,0.038933333333333334
22,0.0051466803911477095,0.039466666666666664
23,0.005661348430262481,0.039466666666666664
24,0.005661348430262481,0.04426666666666667
25,0.006176016469377252,0.04426666666666667
26,0.006176016469377252,0.04853333333333333
27,0.0066906845084920225,0.04853333333333333
28,0.0066906845084920225,0.05333333333333334
29,0.007205352547606794,0.05333333333333334
30,0.007205352547606794,0.05386666666666667
31,0.007720020586721565,0.05386666666666667
32,0.007720020586721565,0.05653333333333333
33,0.008234688625836336,0.05653333333333333
34,0.008234688625836336,0.07306666666666667
35,0.008749356664951106,0.07306666666666667
36,0.008749356664951106,0.0736
37,0.009264024704065878,0.0736
38,0.009264024704065878,0.0752
39,0.010293360782295419,0.0752
40,0.010293360782295419,0.07786666666666667
41,0.01080802882141019,0.07786666666666667
42,0.01080802882141019,0.08853333333333334
43,0.011837364899639732,0.08853333333333334
44,0.011837364899639732,0.09386666666666667
45,0.012352032938754504,0.09386666666666667
46,0.012352032938754504,0.09653333333333333
47,0.012866700977869275,0.09653333333333333
48,0.012866700977869275,0.0976
49,0.013381369016984045,0.0976
50,0.013381369016984045,0.09973333333333333
51,0.013896037056098817,0.09973333333333333
52,0.013896037056098817,0.10133333333333333
53,0.014925373134328358,0.10133333333333333
54,0.014925373134328358,0.10346666666666667
55,0.01544004117344313,0.10346666666666667
56,0.01544004117344313,0.10506666666666667
57,0.0159547092125579,0.10506666666666667
58,0.0159547092125579,0.10666666666666667
59,0.016469377251672673,0.10666666666666667
60,0.016469377251672673,0.1072
61,0.016984045290787442,0.1072
